Date,AMZN,DPZ,NFLX
2016-05-09,679.75,118.054787,90.540001
2016-05-10,703.070007,118.744598,92.889999
2016-05-11,713.22998,116.422562,90.019997
2016-05-12,717.929993,118.006203,87.739998
2016-05-13,709.919983,118.482262,87.879997
2016-05-16,710.659973,119.66758,89.120003
2016-05-17,695.27002,117.627296,88.629997
2016-05-18,697.450012,117.685577,90.5
2016-05-19,698.52002,117.384407,89.550003
2016-05-20,702.799988,119.560699,92.489998
2016-05-23,696.75,118.414253,94.889999
2016-05-24,704.200012,119.036064,97.889999
2016-05-25,708.349976,117.841042,100.199997
2016-05-26,714.909973,119.502403,102.809998
2016-05-27,712.23999,118.705742,103.300003
2016-05-31,722.789978,117.442688,102.57
2016-06-01,719.440002,117.947914,101.510002
2016-06-02,728.23999,119.745293,101.25
2016-06-03,725.539978,118.734871,99.589996
2016-06-06,726.72998,120.82373,100.739998
2016-06-07,723.73999,121.27066,99.889999
2016-06-08,726.640015,122.796005,97.860001
2016-06-09,727.650024,123.855034,97.089996
2016-06-10,717.909973,122.660004,93.75
2016-06-13,715.23999,121.607536,93.849998
2016-06-14,719.299988,123.137497,94.120003
2016-06-15,714.26001,123.156982,94.290001
2016-06-16,717.51001,123.712448,95.440002
2016-06-17,706.390015,124.043777,94.449997
2016-06-20,714.01001,124.238686,93.800003
2016-06-21,715.820007,124.082771,90.989998
2016-06-22,710.599976,122.124023,90.010002
2016-06-23,722.080017,124.004799,91.660004
2016-06-24,698.960022,121.782959,88.440002
2016-06-27,691.359985,118.96666,85.330002
2016-06-28,707.950012,121.354172,87.970001
2016-06-29,715.599976,123.644234,91.059998
2016-06-30,715.619995,128.029465,91.480003
2016-07-01,725.679993,129.208618,96.669998
2016-07-05,728.099976,130.514435,97.910004
2016-07-06,737.609985,131.537628,94.599998
2016-07-07,736.570007,130.446228,95.099998
2016-07-08,745.809998,131.664368,97.059998
2016-07-11,753.780029,132.531647,94.669998
2016-07-12,748.210022,132.190567,95.970001
2016-07-13,742.630005,131.966446,96.43
2016-07-14,741.200012,132.180832,98.019997
2016-07-15,735.440002,132.239304,98.389999
2016-07-18,736.070007,132.09314,98.809998
2016-07-19,739.950012,132.09314,85.839996
2016-07-20,745.719971,133.398956,87.910004
2016-07-21,744.429993,140.97084,85.989998
2016-07-22,744.859985,144.985733,85.889999
2016-07-25,739.609985,143.923553,87.660004
2016-07-26,735.590027,142.403305,91.410004
2016-07-27,736.669983,143.47525,92.040001
2016-07-28,752.609985,143.494736,91.650002
2016-07-29,758.809998,143.543457,91.25
2016-08-01,767.73999,143.757874,94.370003
2016-08-02,760.580017,141.740662,93.559998
2016-08-03,754.640015,142.432541,93.099998
2016-08-04,760.77002,142.76387,93.440002
2016-08-05,765.97998,142.452011,97.029999
2016-08-08,766.559998,141.009781,95.110001
2016-08-09,768.309998,141.224167,93.989998
2016-08-10,768.559998,141.302124,93.93
2016-08-11,771.23999,142.296127,95.889999
2016-08-12,772.559998,142.403305,96.589996
2016-08-15,768.48999,141.448288,95.309998
2016-08-16,764.039978,140.298416,95.120003
2016-08-17,764.630005,140.883102,96.370003
2016-08-18,764.460022,143.377823,96.160004
2016-08-19,757.309998,143.523987,95.870003
2016-08-22,759.47998,146.242859,95.260002
2016-08-23,762.450012,146.64238,95.940002
2016-08-24,757.25,145.999237,95.18
2016-08-25,759.219971,146.408524,97.32
2016-08-26,769.0,144.566711,97.580002
2016-08-29,771.289978,146.164871,97.300003
2016-08-30,767.580017,145.619156,97.449997
2016-08-31,769.159973,145.7556,97.449997
2016-09-01,770.619995,145.209839,97.379997
2016-09-02,772.440002,147.149094,97.379997
2016-09-06,788.869995,146.350037,100.089996
2016-09-07,784.47998,146.64238,99.150002
2016-09-08,784.059998,145.434006,99.660004
2016-09-09,760.140015,142.403305,96.5
2016-09-12,771.48999,146.379288,99.050003
2016-09-13,761.01001,146.213181,96.089996
2016-09-14,761.090027,146.83844,97.010002
2016-09-15,769.690002,148.294128,97.339996
2016-09-16,778.52002,146.574631,99.480003
2016-09-19,775.099976,148.020569,98.059998
2016-09-20,780.219971,148.440659,98.25
2016-09-21,789.73999,149.09523,94.879997
2016-09-22,804.700012,150.531387,95.830002
2016-09-23,805.75,150.707214,95.940002
2016-09-26,799.159973,149.954987,94.559998
2016-09-27,816.109985,150.091751,97.07
2016-09-28,828.719971,149.261337,97.480003
2016-09-29,829.049988,148.255066,96.669998
2016-09-30,837.309998,148.352722,98.550003
2016-10-03,836.73999,148.088989,102.629997
2016-10-04,834.030029,147.981491,102.339996
2016-10-05,844.359985,147.493011,106.279999
2016-10-06,841.659973,147.649323,105.07
2016-10-07,839.429993,147.366028,104.82
2016-10-10,841.710022,149.661896,103.330002
2016-10-11,831.0,148.870544,100.589996
2016-10-12,834.090027,148.733749,99.5
2016-10-13,829.280029,146.848221,100.230003
2016-10-14,822.960022,147.639557,101.470001
2016-10-17,812.950012,148.509048,99.800003
2016-10-18,817.650024,155.77771,118.790001
2016-10-19,817.690002,161.219421,121.870003
2016-10-20,810.320007,161.590683,123.349998
2016-10-21,818.98999,162.528549,127.5
2016-10-24,838.090027,162.694641,127.330002
2016-10-25,835.179993,161.092422,126.510002
2016-10-26,822.590027,161.004517,126.970001
2016-10-27,818.359985,162.118225,126.470001
2016-10-28,776.320007,164.052612,126.57
2016-10-31,789.820007,165.342209,124.870003
2016-11-01,785.409973,163.700912,123.300003
2016-11-02,765.559998,163.398056,122.339996
2016-11-03,767.030029,162.342911,122.139999
2016-11-04,755.049988,162.919357,122.029999
2016-11-07,784.929993,164.335968,124.580002
2016-11-08,787.75,165.00029,124.339996
2016-11-09,771.880005,166.436447,122.190002
2016-11-10,742.380005,157.39949,115.419998
2016-11-11,739.01001,155.943771,114.779999
2016-11-14,719.070007,153.550201,113.379997
2016-11-15,743.23999,157.624191,113.589996
2016-11-16,746.48999,157.848892,115.190002
2016-11-17,756.400024,157.848892,115.029999
2016-11-18,760.159973,160.525757,115.209999
2016-11-21,780.0,162.626251,117.959999
2016-11-22,785.330017,164.589966,118.040001
2016-11-23,780.119995,166.631851,117.690002
2016-11-25,780.369995,168.292664,117.410004
2016-11-28,766.77002,166.12381,116.93
2016-11-29,762.52002,166.934677,117.510002
2016-11-30,750.570007,164.169861,117.0
2016-12-01,743.650024,164.814651,117.220001
2016-12-02,740.340027,164.130798,120.809998
2016-12-05,759.359985,162.460144,119.160004
2016-12-06,764.719971,165.195694,124.57
2016-12-07,770.419983,163.857224,125.389999
2016-12-08,767.330017,160.740707,123.239998
2016-12-09,768.659973,159.802826,122.879997
2016-12-12,760.119995,158.141968,122.830002
2016-12-13,774.340027,158.504303,123.779999
2016-12-14,768.820007,158.631622,123.440002
2016-12-15,761.0,156.467438,125.0
2016-12-16,757.77002,156.722031,124.220001
2016-12-19,766.0,157.887375,125.449997
2016-12-20,771.219971,157.760086,125.120003
2016-12-21,770.599976,159.258362,126.5
2016-12-22,766.340027,157.985275,125.580002
2016-12-23,760.590027,158.220322,125.589996
2016-12-27,771.400024,158.61203,128.350006
2016-12-28,772.130005,157.906937,125.889999
2016-12-29,765.150024,158.993942,125.330002
2016-12-30,749.869995,155.938614,123.800003
2017-01-03,753.669983,155.076874,127.489998
2017-01-04,757.179993,159.61087,129.410004
2017-01-05,780.450012,159.395432,131.809998
2017-01-06,795.98999,160.100525,131.070007
2017-01-09,796.919983,161.09938,130.949997
2017-01-10,795.900024,162.910995,129.889999
2017-01-11,799.02002,165.457123,130.5
2017-01-12,813.640015,164.869553,129.179993
2017-01-13,817.140015,163.694412,133.699997
2017-01-17,809.719971,161.510635,132.889999
2017-01-18,807.47998,162.13739,133.259995
2017-01-19,809.039978,162.597656,138.410004
2017-01-20,808.330017,164.389694,138.600006
2017-01-23,817.880005,163.576874,137.389999
2017-01-24,822.440002,165.995712,140.110001
2017-01-25,836.52002,167.033722,139.520004
2017-01-26,839.150024,167.396057,138.960007
2017-01-27,835.77002,168.453674,142.449997
2017-01-30,830.380005,170.324066,141.220001
2017-01-31,823.47998,170.921432,140.710007
2017-02-01,832.349976,167.347107,140.779999
2017-02-02,839.950012,171.283752,139.199997
2017-02-03,810.200012,172.243454,140.25
2017-02-06,807.640015,174.250931,140.970001
2017-02-07,812.5,179.166855,144.0
2017-02-08,819.710022,181.34082,144.740005
2017-02-09,821.359985,182.045914,144.139999
2017-02-10,827.460022,182.506149,144.820007
2017-02-13,836.530029,179.989456,143.199997
2017-02-14,836.390015,181.076416,140.820007
2017-02-15,842.700012,182.085098,142.270004
2017-02-16,844.140015,182.241791,142.009995
2017-02-17,845.070007,184.033798,142.220001
2017-02-21,856.440002,185.003296,142.600006
2017-02-22,855.609985,179.206024,143.860001
2017-02-23,852.190002,182.437607,142.779999
2017-02-24,845.23999,182.41803,143.25
2017-02-27,848.640015,181.575851,143.410004
2017-02-28,845.039978,185.874832,142.130005
2017-03-01,853.080017,183.563782,142.649994
2017-03-02,848.909973,185.443954,139.529999
2017-03-03,849.880005,185.120804,139.139999
2017-03-06,846.609985,184.973938,141.940002
2017-03-07,846.02002,185.375412,141.429993
2017-03-08,850.5,184.454895,140.320007
2017-03-09,853.0,180.860992,140.529999
2017-03-10,852.460022,182.858704,140.889999
2017-03-13,854.590027,183.369202,143.520004
2017-03-14,852.530029,180.306305,143.190002
2017-03-15,852.969971,182.858719,145.25
2017-03-16,853.419983,182.220596,144.389999
2017-03-17,852.309998,181.445053,145.110001
2017-03-20,856.969971,180.325958,145.830002
2017-03-21,843.200012,180.649902,142.419998
2017-03-22,848.059998,180.757904,142.649994
2017-03-23,847.380005,180.973877,141.839996
2017-03-24,845.609985,179.599487,142.020004
2017-03-27,846.820007,180.581192,144.059998
2017-03-28,856.0,181.553055,145.169998
2017-03-29,874.320007,179.422791,146.470001
2017-03-30,876.340027,180.738266,148.059998
2017-03-31,886.539978,180.924789,147.809998
2017-04-03,891.51001,182.819427,146.919998
2017-04-04,906.830017,182.947067,145.5
2017-04-05,909.280029,181.74942,143.619995
2017-04-06,898.280029,182.593628,143.740005
2017-04-07,894.880005,171.952179,143.110001
2017-04-10,907.039978,170.567978,143.850006
2017-04-11,902.359985,172.295761,144.350006
2017-04-12,896.22998,171.922729,143.830002
2017-04-13,884.669983,170.852661,142.919998
2017-04-17,901.98999,171.834366,147.25
2017-04-18,903.780029,173.395248,143.360001
2017-04-19,899.200012,172.492096,139.759995
2017-04-20,902.059998,173.67012,141.179993
2017-04-21,898.530029,176.016342,142.869995
2017-04-24,907.409973,177.282745,143.830002
2017-04-25,907.619995,177.282745,152.160004
2017-04-26,909.289978,177.645966,150.169998
2017-04-27,918.380005,182.151901,153.080002
2017-04-28,924.98999,178.068069,152.199997
2017-05-01,948.22998,178.823959,155.350006
2017-05-02,946.940002,181.032776,156.449997
2017-05-03,941.030029,183.644058,155.589996
2017-05-04,937.530029,186.903259,157.25
2017-05-05,934.150024,189.583282,156.600006
2017-05-08,949.039978,188.768448,156.380005
2017-05-09,952.820007,191.782257,157.460007
2017-05-10,948.950012,192.086563,160.279999
2017-05-11,947.619995,191.801865,158.539993
2017-05-12,961.349976,191.703705,160.809998
2017-05-15,957.969971,192.92099,160.020004
2017-05-16,966.070007,192.636292,159.410004
2017-05-17,944.76001,187.953644,153.199997
2017-05-18,958.48999,191.144135,155.699997
2017-05-19,959.840027,192.214157,157.020004
2017-05-22,970.669983,195.178864,157.160004
2017-05-23,971.539978,195.601013,157.949997
2017-05-24,980.349976,202.197937,157.75
2017-05-25,993.380005,204.229996,163.050003
2017-05-26,995.780029,203.258133,162.429993
2017-05-30,996.700012,204.671753,163.220001
2017-05-31,994.619995,207.842606,163.070007
2017-06-01,995.950012,211.396317,162.990005
2017-06-02,1006.72998,214.056686,165.179993
2017-06-05,1011.340027,213.124069,165.059998
2017-06-06,1003.0,213.860352,165.169998
2017-06-07,1010.070007,214.154846,165.610001
2017-06-08,1010.27002,213.889801,165.880005
2017-06-09,978.309998,202.413895,158.029999
2017-06-12,964.909973,200.332733,151.440002
2017-06-13,980.789978,205.045609,152.720001
2017-06-14,976.469971,207.170853,152.199997
2017-06-15,964.169983,206.186951,151.759995
2017-06-16,987.710022,207.44635,152.380005
2017-06-19,995.169983,212.257629,153.399994
2017-06-20,992.590027,211.568893,152.050003
2017-06-21,1002.22998,212.611847,155.029999
2017-06-22,1001.299988,214.579666,154.889999
2017-06-23,1003.73999,213.556412,158.020004
2017-06-26,993.97998,215.356934,157.5
2017-06-27,976.780029,209.70932,151.029999
2017-06-28,990.330017,210.161942,153.410004
2017-06-29,975.929993,207.357788,150.089996
2017-06-30,968.0,208.125229,149.410004
2017-07-03,953.659973,206.541138,146.169998
2017-07-05,971.400024,204.68158,147.610001
2017-07-06,965.140015,205.4785,146.25
2017-07-07,978.76001,208.902542,150.179993
2017-07-10,996.469971,208.213791,152.669998
2017-07-11,994.130005,208.695923,154.330002
2017-07-12,1006.51001,210.102875,158.75
2017-07-13,1000.630005,207.062622,158.210007
2017-07-14,1001.809998,205.84259,161.119995
2017-07-17,1010.039978,204.898026,161.699997
2017-07-18,1024.449951,208.046509,183.600006
2017-07-19,1026.869995,209.099304,183.860001
2017-07-20,1028.699951,209.020584,183.600006
2017-07-21,1025.670044,209.78804,188.539993
2017-07-24,1038.949951,210.525955,187.910004
2017-07-25,1039.869995,189.303146,186.970001
2017-07-26,1052.800049,183.429214,189.080002
2017-07-27,1046.0,179.493607,182.679993
2017-07-28,1020.039978,180.143005,184.039993
2017-07-31,987.780029,183.498108,181.660004
2017-08-01,996.190002,183.448914,182.029999
2017-08-02,995.890015,189.253937,180.740005
2017-08-03,986.919983,195.039322,179.229996
2017-08-04,987.580017,193.622498,180.270004
2017-08-07,992.27002,192.284378,181.330002
2017-08-08,989.840027,189.047333,178.360001
2017-08-09,982.01001,190.710129,175.779999
2017-08-10,956.919983,189.431061,169.139999
2017-08-11,967.98999,189.755753,171.399994
2017-08-14,983.299988,190.788834,171.0
2017-08-15,982.73999,185.141251,168.5
2017-08-16,978.179993,184.649292,169.979996
2017-08-17,960.570007,185.229797,166.089996
2017-08-18,958.469971,185.623352,166.539993
2017-08-21,953.289978,186.430115,166.759995
2017-08-22,966.900024,185.967712,169.339996
2017-08-23,958.0,184.668976,169.059998
2017-08-24,952.450012,180.349625,168.130005
2017-08-25,945.26001,175.853195,165.949997
2017-08-28,946.02002,175.882706,167.119995
2017-08-29,954.059998,175.508835,168.809998
2017-08-30,967.590027,176.049942,174.690002
2017-08-31,980.599976,179.326355,174.710007
2017-09-01,978.25,180.634933,174.740005
2017-09-05,965.27002,179.562485,174.520004
2017-09-06,967.799988,179.69043,179.25
2017-09-07,979.469971,180.369308,179.0
2017-09-08,965.900024,183.429214,176.419998
2017-09-11,977.960022,185.97757,181.740005
2017-09-12,982.580017,186.863068,185.149994
2017-09-13,999.599976,185.515137,183.639999
2017-09-14,992.210022,187.310211,182.630005
2017-09-15,986.789978,192.014908,182.350006
2017-09-18,974.190002,192.942047,184.619995
2017-09-19,969.859985,193.247803,185.679993
2017-09-20,973.210022,194.875214,185.509995
2017-09-21,964.650024,195.328903,188.779999
2017-09-22,955.099976,194.510284,187.350006
2017-09-25,939.789978,190.772171,178.550003
2017-09-26,938.599976,190.663666,179.380005
2017-09-27,950.869995,194.14534,181.970001
2017-09-28,956.400024,194.342575,180.699997
2017-09-29,961.349976,195.831955,181.350006
2017-10-02,959.190002,197.252213,177.009995
2017-10-03,957.099976,200.033615,179.190002
2017-10-04,965.450012,198.879639,184.449997
2017-10-05,980.849976,203.199677,194.389999
2017-10-06,989.580017,202.578293,198.020004
2017-10-09,990.98999,202.982697,196.869995
2017-10-10,987.200012,206.572861,195.080002
2017-10-11,995.0,206.375595,194.949997
2017-10-12,1000.929993,198.277985,195.860001
2017-10-13,1002.940002,190.338165,199.490005
2017-10-16,1006.340027,190.545319,202.679993
2017-10-17,1009.130005,189.637894,199.479996
2017-10-18,997.0,185.219223,195.539993
2017-10-19,986.609985,183.572083,195.130005
2017-10-20,982.909973,183.562225,194.160004
2017-10-23,966.299988,180.129883,192.470001
2017-10-24,975.900024,181.323318,196.020004
2017-10-25,972.909973,183.207169,193.770004
2017-10-26,972.429993,183.138107,195.210007
2017-10-27,1100.949951,182.151794,199.539993
2017-10-30,1110.849976,179.212585,198.369995
2017-10-31,1105.280029,180.494781,196.429993
2017-11-01,1103.680054,174.823502,198.0
2017-11-02,1094.219971,175.652008,199.320007
2017-11-03,1111.599976,175.504089,200.009995
2017-11-06,1120.660034,171.085403,200.130005
2017-11-07,1123.170044,167.771408,195.889999
2017-11-08,1132.880005,166.400436,196.440002
2017-11-09,1129.130005,170.838837,193.899994
2017-11-10,1125.349976,170.957199,192.020004
2017-11-13,1129.170044,170.66127,195.080002
2017-11-14,1136.839966,173.25528,195.710007
2017-11-15,1126.689941,173.353912,192.119995
2017-11-16,1137.290039,175.040527,195.509995
2017-11-17,1129.880005,176.204361,193.199997
2017-11-20,1126.310059,175.33638,194.100006
2017-11-21,1139.48999,174.458588,196.229996
2017-11-22,1156.160034,174.133102,196.320007
2017-11-24,1186.0,174.912277,195.75
2017-11-27,1195.829956,172.13089,195.050003
2017-11-28,1193.599976,169.931412,199.179993
2017-11-29,1161.27002,176.717224,188.149994
2017-11-30,1176.75,183.611557,187.580002
2017-12-01,1162.349976,182.092621,186.820007
2017-12-04,1133.949951,185.051544,184.039993
2017-12-05,1141.569946,182.960571,184.210007
2017-12-06,1152.349976,178.68985,185.300003
2017-12-07,1159.790039,177.052567,185.199997
2017-12-08,1162.0,181.392334,188.539993
2017-12-11,1168.920044,178.482742,186.220001
2017-12-12,1165.079956,178.137512,185.729996
2017-12-13,1164.130005,178.038895,187.860001
2017-12-14,1174.26001,180.481323,189.559998
2017-12-15,1179.140015,182.973145,190.119995
2017-12-18,1190.579956,183.92244,190.419998
2017-12-19,1187.380005,184.970581,187.020004
2017-12-20,1177.619995,181.569,188.820007
2017-12-21,1174.76001,186.285736,188.619995
2017-12-22,1168.359985,190.715698,189.940002
2017-12-26,1176.76001,188.243607,187.759995
2017-12-27,1182.26001,188.441376,186.240005
2017-12-28,1186.099976,187.857971,192.710007
2017-12-29,1169.469971,186.84938,191.960007
2018-01-02,1189.01001,184.851913,201.070007
2018-01-03,1204.199951,189.519211,205.050003
2018-01-04,1209.589966,195.086334,205.630005
2018-01-05,1229.140015,198.062698,209.990005
2018-01-08,1246.869995,201.335724,212.050003
2018-01-09,1252.699951,204.401108,209.309998
2018-01-10,1254.329956,197.855057,212.520004
2018-01-11,1276.680054,207.506042,217.240005
2018-01-12,1305.199951,208.791504,221.229996
2018-01-16,1304.859985,206.952286,221.529999
2018-01-17,1295.0,205.567917,217.5
2018-01-18,1293.319946,208.554184,220.330002
2018-01-19,1294.579956,211.1548,220.460007
2018-01-22,1327.310059,213.874069,227.580002
2018-01-23,1362.540039,217.117477,250.289993
2018-01-24,1357.51001,216.276962,261.299988
2018-01-25,1377.949951,216.880142,269.700012
2018-01-26,1402.050049,214.358627,274.600006
2018-01-29,1417.680054,212.924835,284.589996
2018-01-30,1437.819946,213.537888,278.799988
2018-01-31,1450.890015,214.427856,270.299988
2018-02-01,1390.0,216.227524,265.070007
2018-02-02,1429.949951,211.985443,267.429993
2018-02-05,1390.0,205.696457,254.259995
2018-02-06,1442.839966,206.131546,265.720001
2018-02-07,1416.780029,208.949738,264.559998
2018-02-08,1350.5,196.35202,250.100006
2018-02-09,1339.599976,203.78804,249.470001
2018-02-12,1386.22998,209.503464,257.950012
2018-02-13,1414.51001,205.676697,258.269989
2018-02-14,1451.050049,207.436813,266.0
2018-02-15,1461.76001,215.268341,280.269989
2018-02-16,1448.689941,218.274414,278.519989
2018-02-20,1468.349976,219.016006,278.549988
2018-02-21,1482.920044,227.955032,281.040009
2018-02-22,1485.339966,224.464478,278.140015
2018-02-23,1500.0,226.293793,285.929993
2018-02-26,1521.949951,225.473083,294.160004
2018-02-27,1511.97998,223.940399,290.609985
2018-02-28,1512.449951,219.925751,291.380005
2018-03-01,1493.449951,220.331161,290.390015
2018-03-02,1500.25,220.608047,301.049988
2018-03-05,1523.609985,217.157013,315.0
2018-03-06,1537.640015,218.966568,325.220001
2018-03-07,1545.0,220.469604,321.160004
2018-03-08,1551.859985,220.291611,317.0
2018-03-09,1578.890015,227.688065,331.440002
2018-03-12,1598.390015,225.146744,321.299988
2018-03-13,1588.180054,223.87117,315.880005
2018-03-14,1591.0,224.674088,321.549988
2018-03-15,1582.319946,224.832687,321.089996
2018-03-16,1571.680054,227.776627,318.450012
2018-03-19,1544.930054,225.675217,313.480011
2018-03-20,1586.51001,229.560883,317.5
2018-03-21,1581.859985,226.260056,316.480011
2018-03-22,1544.920044,224.416351,306.700012
2018-03-23,1495.560059,224.664139,300.940002
2018-03-26,1555.859985,229.253601,320.350006
2018-03-27,1497.050049,229.550964,300.690002
2018-03-28,1431.420044,231.820892,285.769989
2018-03-29,1447.339966,231.513611,295.350006
2018-04-02,1371.98999,228.401123,280.290009
2018-04-03,1392.050049,231.424393,283.670013
2018-04-04,1410.569946,229.422089,288.940002
2018-04-05,1451.75,233.724075,293.970001
2018-04-06,1405.22998,229.432007,288.850006
2018-04-09,1406.079956,230.393509,289.929993
2018-04-10,1436.219971,229.669907,298.070007
2018-04-11,1427.050049,228.976028,303.670013
2018-04-12,1448.5,229.451828,309.25
2018-04-13,1430.790039,228.302017,311.649994
2018-04-16,1441.5,230.314224,307.779999
2018-04-17,1503.829956,235.082077,336.059998
2018-04-18,1527.839966,236.103058,334.519989
2018-04-19,1556.910034,238.581146,332.700012
2018-04-20,1527.48999,236.836563,327.769989
2018-04-23,1517.859985,237.381729,318.690002
2018-04-24,1460.089966,229.788879,307.019989
2018-04-25,1460.170044,231.483871,305.76001
2018-04-26,1517.959961,248.414246,313.980011
2018-04-27,1572.619995,246.243408,311.76001
2018-04-30,1566.130005,239.612,312.459991
2018-05-01,1582.26001,245.509888,313.299988
2018-05-02,1569.680054,242.139694,313.359985
2018-05-03,1572.079956,243.676117,311.690002
2018-05-04,1580.949951,246.065002,320.089996
2018-05-07,1600.140015,248.305191,326.26001
2018-05-08,1592.390015,248.215988,326.890015
2018-05-09,1608.0,247.720367,330.299988
2018-05-10,1609.079956,247.532028,329.600006
2018-05-11,1602.910034,247.720367,326.459991
2018-05-14,1601.540039,243.983398,328.529999
2018-05-15,1576.119995,244.934982,326.130005
2018-05-16,1587.280029,245.172867,328.190002
2018-05-17,1581.76001,244.389801,325.220001
2018-05-18,1574.369995,242.714615,324.179993
2018-05-21,1585.459961,246.193848,331.820007
2018-05-22,1581.400024,246.035248,331.619995
2018-05-23,1601.859985,247.304047,344.720001
2018-05-24,1603.069946,250.029938,349.290009
2018-05-25,1610.150024,248.146591,351.290009
2018-05-29,1612.869995,243.646393,349.730011
2018-05-30,1624.890015,249.494675,353.540009
2018-05-31,1629.619995,249.276596,351.600006
2018-06-01,1641.540039,250.634613,359.929993
2018-06-04,1665.27002,253.152344,361.809998
2018-06-05,1696.349976,260.328918,365.799988
2018-06-06,1695.75,267.267609,367.450012
2018-06-07,1689.300049,269.656494,361.399994
2018-06-08,1683.98999,267.673981,360.570007
2018-06-11,1689.119995,267.406342,361.450012
2018-06-12,1698.75,270.806335,363.829987
2018-06-13,1704.859985,271.182953,379.929993
2018-06-14,1723.859985,271.798798,392.869995
2018-06-15,1715.969971,275.463837,391.980011
2018-06-18,1723.790039,279.824127,390.399994
2018-06-19,1734.780029,285.445862,404.980011
2018-06-20,1750.079956,285.952393,416.76001
2018-06-21,1730.219971,288.79303,415.440002
2018-06-22,1715.670044,290.412018,411.089996
2018-06-25,1663.150024,277.619141,384.480011
2018-06-26,1691.089966,281.194763,399.390015
2018-06-27,1660.51001,279.565887,390.390015
2018-06-28,1701.449951,280.181671,395.420013
2018-06-29,1699.800049,280.261169,391.429993
2018-07-02,1713.780029,279.09906,398.179993
2018-07-03,1693.959961,278.234924,390.519989
